,social,finance,health,Label asli,Label prediksi,Prediksi benar
8192,0,0,0,0,0,True
11556,0,0,2,1,1,True
11486,0,0,0,0,0,True
10023,1,1,2,2,1,False
2589,1,1,2,1,1,True
3038,2,1,0,0,0,True
522,0,0,2,1,1,True
10302,1,0,2,2,1,False
12278,0,0,0,0,0,True
4963,2,1,1,1,2,False
11779,1,0,1,2,2,True
7260,1,0,2,2,1,False
6482,0,0,0,0,0,True
12255,1,1,2,2,1,False
3328,1,1,1,2,2,True
6677,1,1,0,0,0,True
11605,2,1,1,2,2,True
12844,0,1,1,2,2,True
2685,2,0,2,1,1,True
12063,2,0,2,2,1,False
11359,0,0,1,2,2,True
8131,2,1,1,2,2,True
88,1,1,1,1,2,False
6447,2,0,2,1,1,True
5104,0,1,1,1,2,False
1288,0,1,1,1,2,False
11647,0,0,1,2,2,True
1559,0,1,0,0,0,True
201,2,0,2,1,1,True
4854,2,1,2,1,1,True
2633,2,0,0,0,0,True
10502,1,0,0,0,0,True
5955,1,1,2,1,1,True
11808,0,0,2,2,1,False
8369,1,1,0,0,0,True
7295,2,0,0,0,0,True
3553,1,0,1,2,2,True
12916,0,1,1,2,2,True
4019,2,0,0,0,0,True
3523,2,1,1,2,2,True
3998,0,0,0,0,0,True
5474,0,0,0,0,0,True
9309,2,0,2,1,1,True
280,0,1,1,1,2,False
1744,1,1,1,1,2,False
1475,1,1,0,0,0,True
3693,2,0,2,1,1,True
11440,0,1,1,2,2,True
1660,2,0,1,1,2,False
7881,1,1,2,2,1,False
1925,1,1,0,0,0,True
1694,0,0,0,0,0,True
2650,2,0,1,1,2,False
2335,2,1,1,1,2,False
3512,0,0,0,0,0,True
3877,1,0,1,2,2,True
6100,1,1,1,1,2,False
735,1,1,2,1,1,True
12723,1,1,2,2,1,False
1184,2,1,0,0,0,True
12696,1,0,2,2,1,False
7498,0,1,1,2,2,True
6065,1,1,0,0,0,True
1924,1,1,1,1,2,False
8215,1,0,1,2,2,True
4139,1,1,0,0,0,True
9087,1,1,2,1,1,True
9320,2,1,0,0,0,True
11893,2,1,1,2,2,True
10492,1,1,1,2,2,True
7584,1,0,2,2,1,False
9459,0,1,2,1,1,True
515,0,1,0,0,0,True
2402,1,0,0,0,0,True
3497,2,0,0,0,0,True
9070,1,1,1,2,2,True
2882,0,0,0,0,0,True
10282,2,0,1,2,2,True
8434,0,1,1,2,2,True
6555,2,0,2,1,1,True
7788,2,1,2,1,1,True
10920,2,1,2,2,1,False
19,0,0,1,1,2,False
6744,2,1,2,1,1,True
6941,0,1,0,0,0,True
7780,2,0,1,1,2,False
6935,2,0,0,0,0,True
883,0,0,1,1,2,False
12417,1,1,2,2,1,False
7493,2,0,0,0,0,True
12694,2,0,1,2,2,True
4719,2,0,2,1,1,True
6328,0,1,1,1,2,False
2883,2,0,2,1,1,True
11064,2,1,2,2,1,False
7308,0,0,2,2,1,False
5028,1,0,2,1,1,True
4943,0,1,0,0,0,True
4208,2,1,0,0,0,True
10110,2,1,2,1,1,True
4575,2,0,2,1,1,True
136,0,1,1,1,2,False
7155,0,1,2,1,1,True
4567,2,1,1,1,2,False
7658,1,0,0,0,0,True
9445,2,1,1,2,2,True
6642,0,0,2,1,1,True
11838,2,1,2,2,1,False
11261,0,1,0,0,0,True
9674,1,0,0,0,0,True
245,0,1,0,0,0,True
11062,0,1,1,2,2,True
6415,1,0,1,2,2,True
10104,1,0,2,1,1,True
5522,2,1,0,0,0,True
10910,0,0,0,0,0,True
10962,0,0,2,1,1,True
3970,0,1,1,2,2,True
11449,0,0,1,2,2,True
9215,1,1,0,0,0,True
5032,0,1,1,1,2,False
7840,0,1,1,2,2,True
10999,0,0,1,2,2,True
4976,1,0,0,0,0,True
800,1,0,0,0,0,True
7368,1,0,2,2,1,False
10762,1,1,1,2,2,True
7603,1,0,1,2,2,True
8604,0,0,2,2,1,False
9519,1,1,2,1,1,True
9472,2,0,1,2,2,True
2817,0,1,2,1,1,True
10931,2,0,0,0,0,True
1778,2,1,0,0,0,True
11519,1,1,0,0,0,True
41,2,0,0,0,0,True
12199,2,1,1,2,2,True
10476,0,0,2,1,1,True
9993,2,0,2,1,1,True
4690,0,1,1,1,2,False
11686,2,0,1,2,2,True
4075,1,0,1,2,2,True
2499,1,1,2,1,1,True
5871,2,0,2,1,1,True
10802,0,0,0,0,0,True
1356,1,0,2,1,1,True
537,1,1,2,1,1,True
3992,2,1,0,0,0,True
7425,0,1,2,2,1,False
11416,2,0,1,2,2,True
11397,2,0,2,1,1,True
2334,2,1,2,1,1,True
10189,0,0,1,2,2,True
12211,1,0,1,2,2,True
9702,0,0,2,1,1,True
12421,0,0,1,2,2,True
10425,2,0,2,1,1,True
8262,0,0,2,1,1,True
5138,1,0,0,0,0,True
8416,0,1,1,2,2,True
11743,1,0,1,2,2,True
341,1,1,0,0,0,True
8094,2,1,2,2,1,False
12727,0,0,1,2,2,True
9964,0,1,1,1,2,False
11489,2,0,0,0,0,True
6311,0,1,0,0,0,True
730,0,1,1,1,2,False
2154,2,1,2,1,1,True
3108,2,1,2,1,1,True
10251,0,1,2,1,1,True
10500,1,0,2,2,1,False
11089,0,0,1,2,2,True
2240,1,0,0,0,0,True
345,2,0,2,1,1,True
10444,2,0,1,2,2,True
3213,0,1,2,1,1,True
10357,1,0,1,2,2,True
12117,2,0,2,1,1,True
5795,1,1,0,0,0,True
9540,0,0,2,1,1,True
6437,0,1,0,0,0,True
7435,0,0,1,2,2,True
5852,0,0,0,0,0,True
11927,0,1,0,0,0,True
12346,1,1,1,2,2,True
6487,1,0,1,1,2,False
6719,2,0,0,0,0,True
9266,2,1,0,0,0,True
2890,0,1,1,1,2,False
11943,0,1,2,2,1,False
9898,1,1,1,2,2,True
5483,0,1,0,0,0,True
1496,0,0,0,0,0,True
9731,0,1,0,0,0,True
1174,2,0,1,1,2,False
5051,0,1,0,0,0,True
2005,1,0,1,1,2,False
5318,1,0,0,0,0,True
11292,1,0,2,2,1,False
9503,1,1,0,0,0,True
5524,1,1,1,1,2,False
10424,0,0,0,0,0,True
11728,0,1,1,2,2,True
7377,1,1,2,2,1,False
5255,1,1,0,0,0,True
8954,1,0,0,0,0,True
7008,1,0,2,2,1,False
8521,1,0,1,2,2,True
3225,2,0,2,1,1,True
2930,2,1,0,0,0,True
6507,0,1,2,1,1,True
7775,1,1,0,0,0,True
6842,0,0,0,0,0,True
6826,2,0,1,2,2,True
7349,2,0,0,0,0,True
1263,2,0,2,1,1,True
11322,0,0,2,2,1,False
11192,2,1,0,0,0,True
7367,2,0,0,0,0,True
10350,0,0,2,1,1,True
5183,1,1,0,0,0,True
9016,1,1,1,2,2,True
472,2,0,1,1,2,False
3797,1,1,0,0,0,True
10224,0,0,2,1,1,True
3313,0,0,1,2,2,True
1149,1,1,2,1,1,True
940,2,0,1,1,2,False
8601,1,1,2,2,1,False
6159,2,0,2,1,1,True
1534,2,0,1,1,2,False
10072,0,1,1,2,2,True
7713,0,1,2,2,1,False
2121,1,1,2,1,1,True
6504,1,0,2,1,1,True
2297,0,1,0,0,0,True
7926,1,0,2,2,1,False
5647,2,1,1,1,2,False
3405,2,0,2,1,1,True
1249,1,0,1,1,2,False
1867,2,1,1,1,2,False
3891,2,0,2,1,1,True
5444,1,0,0,0,0,True
6288,1,0,2,1,1,True
12379,2,1,1,2,2,True
129,2,0,2,1,1,True
7564,2,0,1,2,2,True
2413,0,0,1,1,2,False
2461,2,1,1,1,2,False
5968,0,1,1,1,2,False
9278,1,0,0,0,0,True
12746,0,0,0,0,0,True
5092,1,1,1,1,2,False
4619,0,1,0,0,0,True
6546,2,1,2,1,1,True
2705,2,0,0,0,0,True
7383,2,0,2,2,1,False
249,1,1,2,1,1,True
3819,2,0,2,2,1,False
3246,1,0,2,1,1,True
1497,2,0,2,1,1,True
9726,1,0,2,1,1,True
8627,2,0,0,0,0,True
3442,2,0,1,2,2,True
566,1,0,0,0,0,True
764,1,0,0,0,0,True
193,2,1,1,1,2,False
9194,2,1,0,0,0,True
11103,1,1,2,2,1,False
631,0,0,1,1,2,False
51,1,1,2,1,1,True
5512,2,0,1,1,2,False
11444,2,1,0,0,0,True
6181,1,0,1,2,2,True
1020,2,1,2,1,1,True
6019,1,0,1,1,2,False
6922,0,1,1,2,2,True
8724,2,1,2,1,1,True
4894,1,1,1,1,2,False
390,2,1,2,1,1,True
3299,2,0,0,0,0,True
1895,2,0,0,0,0,True
9159,1,1,2,2,1,False
2605,2,1,1,1,2,False
7160,2,1,0,0,0,True
2618,1,0,0,0,0,True
4031,1,1,0,0,0,True
8183,0,1,0,0,0,True
4568,2,1,0,0,0,True
8840,0,0,0,0,0,True
7421,2,0,0,0,0,True
5690,0,0,0,0,0,True
2715,1,1,2,2,1,False
1727,1,1,0,0,0,True
6406,1,1,1,2,2,True
1061,1,1,0,0,0,True
8110,0,1,1,2,2,True
7140,2,1,2,1,1,True
10779,1,1,2,2,1,False
4574,0,0,0,0,0,True
1316,0,0,0,0,0,True
2610,0,0,2,1,1,True
2157,1,1,2,1,1,True
9061,1,0,1,2,2,True
10064,0,0,0,0,0,True
6533,1,1,0,0,0,True
10018,0,1,1,2,2,True
10133,1,1,0,0,0,True
11570,2,1,0,0,0,True
6049,0,0,1,1,2,False
9779,2,0,0,0,0,True
7811,1,1,0,0,0,True
1954,0,1,1,1,2,False
10145,0,1,0,0,0,True
7027,1,0,1,2,2,True
12520,0,1,1,2,2,True
7920,0,0,2,2,1,False
11116,0,1,1,2,2,True
5726,0,0,0,0,0,True
4722,1,0,2,1,1,True
5260,2,0,1,1,2,False
7363,0,0,1,2,2,True
5171,2,0,0,0,0,True
10842,1,0,2,2,1,False
3611,0,1,0,0,0,True
7893,0,1,2,2,1,False
12209,2,0,0,0,0,True
9076,2,0,1,1,2,False
9694,0,1,1,2,2,True
4070,0,0,0,0,0,True
4956,1,0,2,1,1,True
8660,0,0,0,0,0,True
8203,2,1,1,2,2,True
8734,2,0,1,2,2,True
9990,0,0,2,1,1,True
9090,0,0,2,1,1,True
9462,2,1,2,1,1,True
8614,0,1,1,2,2,True
240,1,0,2,1,1,True
9298,0,1,1,2,2,True
11955,2,0,2,2,1,False
713,0,1,0,0,0,True
11002,2,0,1,2,2,True
3620,0,0,0,0,0,True
3194,1,0,0,0,0,True
10168,1,1,1,2,2,True
9083,0,1,0,0,0,True
6027,1,1,2,1,1,True
4556,0,0,0,0,0,True
2097,0,1,2,1,1,True
11129,2,0,0,0,0,True
11598,1,0,2,2,1,False
11394,0,0,2,1,1,True
8880,1,0,2,1,1,True
538,1,1,1,1,2,False
12764,0,0,0,0,0,True
3639,2,0,2,2,1,False
446,2,1,0,0,0,True
2130,1,0,2,1,1,True
996,1,0,2,1,1,True
3303,0,1,2,1,1,True
652,2,0,1,1,2,False
1370,0,0,0,0,0,True
9708,1,0,2,2,1,False
5348,0,0,0,0,0,True
6013,0,0,1,1,2,False
6680,0,0,0,0,0,True
12883,2,1,1,2,2,True
9839,0,1,0,0,0,True
12409,1,0,1,2,2,True
12803,2,0,0,0,0,True
5452,1,1,1,1,2,False
6473,0,1,0,0,0,True
12590,1,0,0,0,0,True
830,0,0,0,0,0,True
6984,0,0,2,1,1,True
640,0,1,1,1,2,False
10215,0,1,2,1,1,True
1718,1,0,0,0,0,True
3074,2,1,0,0,0,True
9321,1,1,2,2,1,False
9088,1,1,1,1,2,False
6151,2,1,1,2,2,True
5042,0,0,0,0,0,True
12942,0,0,2,2,1,False
4630,2,0,1,1,2,False
6057,0,1,2,1,1,True
8702,1,0,0,0,0,True
11711,0,1,0,0,0,True
7003,0,0,1,2,2,True
7030,0,1,1,2,2,True
10221,1,1,2,2,1,False
5160,2,1,2,1,1,True
4295,0,1,0,0,0,True
12623,2,0,0,0,0,True
7001,1,1,0,0,0,True
12220,1,1,1,2,2,True
2408,2,1,0,0,0,True
9265,2,1,1,2,2,True
8613,0,1,2,2,1,False
12339,0,1,2,1,1,True
9973,0,0,1,2,2,True
3724,1,1,1,2,2,True
5569,1,0,1,1,2,False
9608,2,1,0,0,0,True
1395,0,1,2,1,1,True
1942,1,1,1,1,2,False
2729,0,1,0,0,0,True
11473,1,0,1,2,2,True
10127,0,1,0,0,0,True
4561,1,0,1,1,2,False
1540,0,1,1,1,2,False
4036,2,0,1,2,2,True
11409,1,1,2,2,1,False
6621,1,1,2,2,1,False
4659,1,1,2,1,1,True
1300,2,0,1,1,2,False
2161,0,0,1,1,2,False
10883,0,1,0,0,0,True
9587,0,1,0,0,0,True
7012,0,1,1,2,2,True
6037,1,0,1,1,2,False
10892,0,0,0,0,0,True
5680,0,1,1,1,2,False
8491,2,1,1,2,2,True
5960,0,0,0,0,0,True
3286,0,1,1,2,2,True
4921,1,0,1,1,2,False
10963,0,0,1,2,2,True
2964,2,1,2,1,1,True
6827,2,0,0,0,0,True
6218,1,0,0,0,0,True
6073,1,0,1,1,2,False
2307,2,0,2,1,1,True
3193,1,0,1,1,2,False
10109,0,1,0,0,0,True
11384,1,0,0,0,0,True
2205,0,1,2,1,1,True
2786,2,1,0,0,0,True
5440,2,0,1,1,2,False
3018,2,1,2,1,1,True
4302,0,0,2,2,1,False
10399,2,1,1,2,2,True
5335,1,0,1,1,2,False
1939,2,1,1,1,2,False
284,2,1,0,0,0,True
7539,1,1,2,2,1,False
8952,1,0,2,2,1,False
9003,2,0,2,1,1,True
620,1,0,0,0,0,True
4035,2,0,2,2,1,False
7837,1,0,1,2,2,True
10033,1,0,1,2,2,True
12399,1,1,2,2,1,False
11778,1,0,2,2,1,False
1002,2,1,2,1,1,True
8125,1,0,1,2,2,True
10905,1,1,2,2,1,False
11361,2,0,2,2,1,False
8025,1,1,2,2,1,False
3738,2,1,2,1,1,True
10575,0,1,2,2,1,False
12465,0,1,2,2,1,False
947,0,1,0,0,0,True
9742,2,0,1,1,2,False
8712,0,0,2,1,1,True
9627,1,1,2,2,1,False
10514,0,0,0,0,0,True
1442,0,0,0,0,0,True
4182,1,0,2,2,1,False
11465,1,1,0,0,0,True
9721,0,0,1,1,2,False
3769,1,0,1,2,2,True
204,1,0,2,1,1,True
4682,0,0,0,0,0,True
5273,1,1,0,0,0,True
12748,2,0,1,2,2,True
6404,2,1,0,0,0,True
11174,2,1,0,0,0,True
4087,0,0,1,2,2,True
10111,2,1,1,2,2,True
7595,1,1,0,0,0,True
6676,1,1,1,2,2,True
1525,2,1,1,1,2,False
4765,2,1,1,1,2,False
4766,2,1,0,0,0,True
9190,0,1,1,2,2,True
10355,2,0,0,0,0,True
8552,0,0,0,0,0,True
5386,2,0,1,1,2,False
3127,2,1,1,2,2,True
5378,2,1,0,0,0,True
10264,2,0,1,1,2,False
1328,2,1,0,0,0,True
8819,1,1,0,0,0,True
4705,1,0,1,1,2,False
9398,0,0,0,0,0,True
988,1,1,1,1,2,False
2539,0,0,1,1,2,False
7782,1,0,2,1,1,True
12741,1,1,2,2,1,False
1903,2,1,1,1,2,False
6387,1,1,2,2,1,False
9446,2,1,0,0,0,True
7077,2,0,2,1,1,True
9751,2,1,1,1,2,False
1560,2,1,2,1,1,True
114,1,0,2,1,1,True
6443,1,1,0,0,0,True
11170,0,1,1,2,2,True
2681,1,1,0,0,0,True
4978,0,1,1,1,2,False
11526,1,0,2,2,1,False
4658,2,1,0,0,0,True
5387,2,0,0,0,0,True
7983,0,1,2,2,1,False
2340,0,0,2,1,1,True
6979,2,1,1,2,2,True
5996,0,0,0,0,0,True
4919,2,0,0,0,0,True
1805,2,0,0,0,0,True
2570,2,1,0,0,0,True
1192,2,0,1,1,2,False
6030,0,0,2,1,1,True
4639,2,1,1,1,2,False
8756,1,0,0,0,0,True
6886,0,1,1,2,2,True
6991,1,0,1,2,2,True
6920,1,0,0,0,0,True
4814,1,0,0,0,0,True
10175,2,0,0,0,0,True
10618,1,1,1,2,2,True
8623,0,0,1,2,2,True
9454,2,0,1,1,2,False
1522,0,1,1,1,2,False
1556,1,0,0,0,0,True
12390,1,0,2,2,1,False
6916,2,0,1,1,2,False
458,1,0,0,0,0,True
5669,1,1,0,0,0,True
8330,2,1,0,0,0,True
4025,0,1,0,0,0,True
5384,0,0,0,0,0,True
2831,2,0,0,0,0,True
1626,1,0,2,1,1,True
3513,2,0,2,1,1,True
11766,2,1,2,2,1,False
12915,0,1,2,2,1,False
5861,0,1,0,0,0,True
12807,0,1,2,2,1,False
12680,1,0,0,0,0,True
9924,1,0,2,2,1,False
7503,1,1,2,2,1,False
2129,2,0,0,0,0,True
12531,2,0,2,1,1,True
910,0,1,1,1,2,False
2220,1,0,2,1,1,True
7044,1,0,2,2,1,False
8263,0,0,1,2,2,True
2864,0,0,0,0,0,True
5915,0,1,0,0,0,True
5653,0,0,1,1,2,False
9389,0,1,0,0,0,True
1492,1,1,1,1,2,False
1547,1,1,0,0,0,True
4679,1,1,0,0,0,True
9370,0,1,1,2,2,True
892,0,1,1,1,2,False
3367,0,0,1,2,2,True
11127,2,0,2,1,1,True
6653,0,1,0,0,0,True
9800,1,0,0,0,0,True
5700,2,1,2,1,1,True
3974,2,1,0,0,0,True
372,2,1,2,1,1,True
1851,1,1,2,1,1,True
1406,0,0,0,0,0,True
1725,1,1,2,1,1,True
4296,2,1,2,2,1,False
4618,0,1,1,1,2,False
10788,1,0,2,2,1,False
1199,0,1,0,0,0,True
11048,2,1,0,0,0,True
93,2,0,2,1,1,True
5698,0,1,1,1,2,False
1814,2,1,0,0,0,True
9443,0,1,0,0,0,True
8307,0,1,2,2,1,False
3463,1,0,1,1,2,False
333,0,1,2,1,1,True
12862,0,1,1,2,2,True
12425,2,0,0,0,0,True
5850,0,0,2,1,1,True
53,1,1,0,0,0,True
8006,2,1,0,0,0,True
11892,2,1,2,2,1,False
2738,0,0,0,0,0,True
3408,1,0,2,1,1,True
360,0,0,2,1,1,True
4907,0,1,0,0,0,True
2533,2,1,1,1,2,False
3449,0,1,0,0,0,True
6257,0,1,0,0,0,True
5715,0,1,2,1,1,True
9615,2,0,2,1,1,True
9657,0,1,2,1,1,True
8528,2,1,0,0,0,True
7314,1,0,2,2,1,False
8898,1,0,2,2,1,False
11593,0,0,1,2,2,True
1896,1,0,2,1,1,True
6865,1,0,1,1,2,False
8377,1,0,1,2,2,True
3266,1,0,0,0,0,True
10368,0,0,2,1,1,True
4856,2,1,0,0,0,True
6242,2,1,0,0,0,True
1471,2,1,1,1,2,False
10482,1,0,2,2,1,False
105,1,1,2,1,1,True
10087,1,0,1,2,2,True
1798,1,1,1,1,2,False
2431,0,0,1,1,2,False
5324,2,1,0,0,0,True
4923,0,1,2,1,1,True
6927,1,1,2,2,1,False
1133,1,1,0,0,0,True
4961,0,1,0,0,0,True
10478,0,0,0,0,0,True
6391,0,0,1,2,2,True
7631,1,1,0,0,0,True
8704,0,1,1,1,2,False
10446,1,0,2,2,1,False
10311,1,1,2,2,1,False
6753,2,0,2,1,1,True
12575,0,1,0,0,0,True
3549,2,0,2,2,1,False
6815,0,1,0,0,0,True
9027,0,1,2,1,1,True
6742,0,1,1,2,2,True
12617,1,1,0,0,0,True
9349,1,0,1,1,2,False
6812,1,0,0,0,0,True
7743,2,0,2,2,1,False
3077,1,1,0,0,0,True
10333,0,0,1,2,2,True
10761,1,1,2,2,1,False
2515,2,1,1,1,2,False
2542,2,0,1,1,2,False
4740,1,0,2,1,1,True
3152,0,0,0,0,0,True
11696,2,1,0,0,0,True
7288,1,1,1,2,2,True
986,2,1,0,0,0,True
1886,2,1,0,0,0,True
2204,1,0,0,0,0,True
1048,2,0,1,1,2,False
7787,0,1,0,0,0,True
9790,1,1,1,1,2,False
1643,2,0,0,0,0,True
10720,0,1,1,2,2,True
519,1,1,2,1,1,True
9000,0,0,2,1,1,True
4042,0,1,1,2,2,True
1607,2,0,0,0,0,True
6290,1,0,0,0,0,True
12481,1,0,1,2,2,True
8436,2,1,2,2,1,False
954,0,0,2,1,1,True
4096,0,1,1,2,2,True
3646,0,1,1,2,2,True
7479,0,1,2,2,1,False
9065,0,1,0,0,0,True
10873,0,0,1,2,2,True
10840,2,0,1,2,2,True
2393,1,1,0,0,0,True
6660,0,0,2,1,1,True
2807,1,1,0,0,0,True
2196,0,0,2,1,1,True
5030,1,0,0,0,0,True
2940,1,0,2,2,1,False
12156,1,0,2,2,1,False
5689,0,0,1,1,2,False
8761,2,1,1,2,2,True
8609,2,0,0,0,0,True
2653,1,0,1,1,2,False
9213,1,1,2,2,1,False
8018,1,0,0,0,0,True
3330,0,0,2,1,1,True
2428,1,1,1,1,2,False
10048,2,0,1,1,2,False
10295,1,1,0,0,0,True
5738,2,1,0,0,0,True
7943,2,0,0,0,0,True
8787,2,0,2,1,1,True
5993,1,1,0,0,0,True
5290,1,1,1,1,2,False
1219,2,1,1,1,2,False
4521,2,0,2,1,1,True
5892,1,0,2,1,1,True
12593,0,1,0,0,0,True
8111,0,1,0,0,0,True
3277,0,0,1,2,2,True
9196,1,1,1,2,2,True
6088,2,0,1,1,2,False
8168,2,1,0,0,0,True
2446,1,1,1,1,2,False
10918,0,1,1,2,2,True
1617,1,1,2,1,1,True
3236,2,1,0,0,0,True
7769,0,1,0,0,0,True
4681,0,0,1,1,2,False
2806,1,1,1,2,2,True
1392,1,0,2,1,1,True
12731,2,0,0,0,0,True
1337,2,0,0,0,0,True
8666,1,0,0,0,0,True
2710,0,1,1,2,2,True
4330,0,1,1,1,2,False
10042,1,1,1,2,2,True
5109,1,1,2,1,1,True
11193,1,1,2,2,1,False
9879,1,1,2,2,1,False
9222,1,0,2,2,1,False
1622,0,0,0,0,0,True
7643,0,1,0,0,0,True
7294,2,0,1,2,2,True
1226,0,0,0,0,0,True
5757,1,1,2,1,1,True
7746,1,0,2,2,1,False
5948,1,0,0,0,0,True
4868,1,0,0,0,0,True
5540,2,1,0,0,0,True
7933,2,1,1,2,2,True
8089,1,0,1,2,2,True
5873,2,0,0,0,0,True
4226,2,1,0,0,0,True
601,1,0,1,1,2,False
10102,2,0,1,1,2,False
461,0,1,0,0,0,True
7085,0,1,0,0,0,True
11131,1,0,1,2,2,True
12621,2,0,2,2,1,False
5787,0,1,2,1,1,True
11506,2,0,1,2,2,True
2899,0,0,1,2,2,True
12433,2,1,1,2,2,True
10757,0,1,0,0,0,True
7120,0,1,1,2,2,True
12438,0,0,2,2,1,False
9740,0,0,0,0,0,True
12763,0,0,1,2,2,True
2640,2,1,2,1,1,True
8454,2,1,2,2,1,False
11355,1,1,2,2,1,False
5293,0,0,1,1,2,False
3419,1,1,0,0,0,True
797,2,0,0,0,0,True
6759,0,1,2,1,1,True
12013,1,0,1,2,2,True
11625,1,1,2,2,1,False
11364,1,0,2,2,1,False
12595,2,1,1,2,2,True
7009,1,0,1,2,2,True
5556,2,1,2,1,1,True
2986,1,1,1,2,2,True
2524,2,0,1,1,2,False
11379,2,0,2,2,1,False
9798,1,0,2,1,1,True
2465,1,1,0,0,0,True
8987,2,0,0,0,0,True
10817,1,1,0,0,0,True
6656,2,1,0,0,0,True
8105,2,0,0,0,0,True
6156,0,0,2,1,1,True
2637,0,1,2,1,1,True
12922,1,1,1,2,2,True
12664,0,1,1,2,2,True
4927,2,1,1,1,2,False
8010,0,0,2,1,1,True
3584,0,0,0,0,0,True
11755,0,0,1,2,2,True
12889,0,0,1,2,2,True
2497,2,1,1,1,2,False
10428,1,0,2,2,1,False
6526,0,1,1,2,2,True
10276,1,1,1,2,2,True
11825,1,1,0,0,0,True
2536,1,1,1,1,2,False
4694,2,1,0,0,0,True
990,0,0,2,1,1,True
8782,1,1,1,2,2,True
10465,1,0,1,2,2,True
1846,0,1,1,1,2,False
3212,1,0,0,0,0,True
5944,2,0,1,1,2,False
7945,1,0,1,2,2,True
549,0,1,2,1,1,True
4938,1,0,2,1,1,True
9809,1,1,0,0,0,True
6246,0,0,2,1,1,True
6902,1,0,0,0,0,True
12435,1,1,2,2,1,False
7196,2,1,0,0,0,True
4998,2,1,2,1,1,True
12813,1,1,2,2,1,False
9945,0,1,2,1,1,True
10637,1,1,0,0,0,True
2975,2,0,0,0,0,True
174,2,1,2,1,1,True
7264,0,1,1,2,2,True
3748,2,0,1,2,2,True
9002,0,0,0,0,0,True
10285,1,0,1,2,2,True
2140,1,1,1,1,2,False
11757,2,0,2,2,1,False
2826,0,0,2,1,1,True
11390,2,1,0,0,0,True
7636,2,0,1,2,2,True
12530,0,0,0,0,0,True
7011,0,1,2,2,1,False
8903,0,1,0,0,0,True
1752,1,0,2,1,1,True
3072,2,1,2,1,1,True
11491,1,0,1,2,2,True
6796,0,1,1,2,2,True
772,1,1,1,1,2,False
4750,1,1,1,1,2,False
11358,0,0,2,2,1,False
2967,1,1,2,2,1,False
2780,1,0,0,0,0,True
10979,1,1,0,0,0,True
7984,0,1,1,2,2,True
822,2,1,2,1,1,True
8146,0,1,1,2,2,True
3219,1,1,2,2,1,False
10807,1,0,1,2,2,True
1198,0,1,1,1,2,False
46,0,1,1,1,2,False
7783,1,0,1,1,2,False
8955,0,1,2,1,1,True
4572,0,0,2,1,1,True
5527,0,0,1,1,2,False
3057,1,1,2,1,1,True
5679,0,1,2,1,1,True
12168,0,0,2,1,1,True
2578,2,0,1,1,2,False
5277,2,0,2,1,1,True
5830,1,1,1,1,2,False
480,2,1,2,1,1,True
12534,1,0,2,2,1,False
5745,2,0,2,1,1,True
8313,1,1,2,2,1,False
8717,2,0,0,0,0,True
12494,0,0,0,0,0,True
2549,0,1,0,0,0,True
10574,1,0,0,0,0,True
4222,0,1,1,2,2,True
5316,1,0,2,1,1,True
7406,1,0,0,0,0,True
12202,1,1,1,2,2,True
1167,1,1,2,1,1,True
10254,2,1,2,1,1,True
11873,0,1,0,0,0,True
5153,2,0,0,0,0,True
8099,1,1,0,0,0,True
3900,2,1,2,1,1,True
3092,2,1,0,0,0,True
9303,1,1,2,2,1,False
1558,0,1,1,1,2,False
10495,0,0,1,2,2,True
4501,0,0,1,1,2,False
768,2,1,2,1,1,True
6852,2,1,2,1,1,True
5567,2,0,0,0,0,True
3514,2,0,1,2,2,True
5332,2,0,1,1,2,False
5294,0,0,0,0,0,True
7897,2,1,1,2,2,True
668,0,0,0,0,0,True
9121,2,1,1,2,2,True
2989,0,0,1,2,2,True
5665,2,1,1,1,2,False
8630,1,0,0,0,0,True
3309,1,1,2,2,1,False
4057,1,0,1,2,2,True
11843,1,1,0,0,0,True
6583,2,1,1,2,2,True
2126,0,0,0,0,0,True
7823,0,1,0,0,0,True
6981,1,1,2,2,1,False
10232,1,0,0,0,0,True
824,2,1,0,0,0,True
9089,1,1,0,0,0,True
12959,1,1,0,0,0,True
6541,1,0,1,1,2,False
9670,2,0,1,1,2,False
12860,1,0,0,0,0,True
8087,2,0,0,0,0,True
5254,1,1,1,1,2,False
10250,1,0,0,0,0,True
447,1,1,2,1,1,True
1018,0,1,1,1,2,False
12386,0,0,0,0,0,True
5799,2,0,2,1,1,True
600,1,0,2,1,1,True
10716,1,0,2,2,1,False
7563,2,0,2,1,1,True
4676,2,1,0,0,0,True
10695,2,0,2,1,1,True
9547,1,0,1,1,2,False
1544,2,1,0,0,0,True
4706,1,0,0,0,0,True
7192,0,1,1,2,2,True
6954,1,0,2,2,1,False
2969,1,1,0,0,0,True
9551,0,1,0,0,0,True
8001,0,1,2,1,1,True
1587,2,0,2,1,1,True
411,1,1,2,1,1,True
1519,1,0,1,1,2,False
2875,2,1,1,1,2,False
6413,2,0,0,0,0,True
7524,0,0,2,2,1,False
3385,0,0,1,2,2,True
10403,1,1,0,0,0,True
3258,0,0,2,1,1,True
9734,2,1,0,0,0,True
2586,2,1,2,1,1,True
1822,2,0,1,1,2,False
9249,1,1,2,2,1,False
82,0,1,1,1,2,False
8776,0,1,1,2,2,True
12924,0,0,2,2,1,False
156,2,1,2,1,1,True
